	DTHY	h
quiebra	DtRF	s
quiebra	DtRx	q
quiebra	DtSb	s
quien	DtU+	T
quienquiera	DtTH	BE
quienquiera que	DtUL	z
quieres que te lleve a mi casa	DtVp	Bm
quiero dar un paseo	DtXP	CP
quieto	DtZe	p
quietud	DtaH	m
quijada	Dtat	p
quijada	DtbW	n
quilate	Dtb9	n
quiltro	Dtck	9
quimera	Dtdh	BF
quimioterapia	DtiG	+
quimérico	Dtem	t
quince	DtjE	c
quince iguales	Dtjg	+
quincena	Dtke	r
quincenal	DtlJ	BF
quiniela	DtmO	o
quinta	Dtm2	4
quinta	Dtnu	7
quinta	Dtqa	BG
quintal	Dtop	p
quinto	DtpS	g
quinto	Dtpy	o
quinto	Dtqa	BG
quiosco	Dtrg	n
quiromancia	DttC	Bj
quiromancía	DttC	Bj
quirófano	DtsH	7
quirúrgico	Dtul	u
quisquilla	DtvT	y
quiste	DtwF	l
quitamanchas	Dtwq	9
quitanieves	Dtxn	4
quitar	Dt0I	f
quitar	Dt0n	g
quitar	Dt1H	g
quitar	Dt1n	d
quitarse	Dtzl	j
quitarse del camino	Dtyf	BG
quitasol	Dt2E	y
quizá	Dt22	BM
quizá	Dt4g	c
quizás	Dt22	BM
quizás	Dt4C	e
quién	DtVR	Y
qué	DtP6	U
qué desea	Dsj7	x
qué estáis haciendo	Dsks	BL
qué hacéis	Dsl3	v
qué pasó	Ds4Y	y
qué quiere decir zapato	Ds54	Ba
qué tal	DtOR	l
qué tal está usted	DtNK	BH
química	DtfT	p
química	Dtgf	Bn
químico	Dtf8	j
químico	Dtgf	Bn
rabadilla	Dt48	BD
rabanito	Dt5/	1
rabas	Dt9j	6
rabia	Dt+d	q
rabia	Dt/H	4
rabiar	Dt//	+
rabiar	DuA9	k
rabieta	DuBh	w
rabillo	DuCR	Br
rabino	DuD8	BA
rabioso	DuE8	p
rabioso	DuFl	m
rabo	DuGL	/
rabo	DuHK	m
rabón	DuHw	1
racha	DuIl	4
racha	DuJd	7
racial	DuK9	k
racial	DuKY	l
racimo	DuMk	t
racimo	DuN7	s
racimo	DuNR	q
racimo	DuOn	r
racimo de uvas	DuLh	BD
raciocinio	DuPS	BB
racional	DuQ+	u
racional	DuQT	r
racional	DuRs	v
racionalidad	DuSb	Bg
racionalismo	DuT7	BA
racionalista	DuU7	6
racionalista	DuV1	CN
racionalización	DuYC	BO
racionalizar	DuZQ	8
racionar	Dua6	t
racionar	DuaM	u
racismo	DudA	w
racista	Dudw	q
racista	Duea	Bt
ración	Dubn	t
ración	DucU	s
radar	DugH	p
radiación	Dugw	6
radiación	Duhq	4
radiactividad	Duii	BI
radiactivo	Dujq	y
radiador	Dukc	Bb
radiador	Dul3	BQ
radial	DunH	j
radial	Dunq	s
radiante	DuoW	q
radiante	DupA	q
radiar	Dupq	i
radiar	DuqM	k
radiar	Duqw	k
radical	Dur7	5
radical	DurU	n
radical	Dus0	y
radical	Dutm	n
radical	DuuN	o
radical	Duvx	By
radical	Duxj	w
radical	DuyT	y
radical	DuzF	v
radicalismo	Duu1	8
radicar	Du0z	n
radicar	Duz0	/
radio	Du6+	+
radio	Du6R	t
radio	Du78	u
radio	Du8q	o
radio	Du9S	BB
radio	DvDr	p
radio	DvE9	q
radio	DvEU	p
radio	DvFn	q
radio de alcance	Du3M	BH
radioactivo	Du1a	0
radiocasete	Du2O	+
radiodifusión	Du4T	9
radiodifusión	Du5Q	BB
radiografiar	DvAX	0
radiografía	Du+T	BE
radiografía	Du/X	BA
radiología	DvBL	BQ
radiólogo	DvCb	BQ
raja	DvN7	k
raja	DvNM	v
raja	DvOf	n
raja	DvPG	m
raja	DvT8	3
rajar	DvSy	l
rajarse	DvPs	n
rajarse	DvQT	BE
rajarse	DvR7	3
rajarse	DvRX	k
rajastán	DvTX	l
rallador	DvUz	BI
rallar	DvV7	0
rallar	DvWv	k
rama	DvXT	2
rama	DvYJ	n
rama	DvYw	m
rama	DvZW	m
ramera	DvZ8	z
ramo	Dvb0	2
ramo	Dvcq	t
ramo	Dvd+	BK
ramo	DvdX	n
ramo	DvfI	l
ramo de flores	Dvav	BF
rampa	Dvft	n
rana	DvgU	m
rancho	Dvg6	r
rancho	Dvhl	q
rancho	DviP	t
rancio	Dvi8	n
rancio	Dvjj	j
rancio	DvkG	i
rango	Dvko	BN
ranura	Dvl1	r
ranura	Dvmg	q
ranura	DvnK	o
ranura	Dvny	s
rapado	Dvoe	q
rapar	DvpI	BG
rapar	DvqO	2
rapaz	Dvr2	BT
rapaz	DvrE	y
rapaz	DvtJ	o
rape	Dvtx	p
rape	Dvua	p
rapidez	Dvv0	3
rapiña	Dvxz	q
rapiñar	Dvyd	n
rapo	DvzE	BB
raposa	Dv1m	p
raptar	Dv2P	j
raptar	Dv2y	j
rapto	Dv3V	v
rapto	Dv4E	o
raptor	Dv5h	x
raptora	Dv4s	1
rapónchigo	Dv0F	Bh
raqueta	Dv6S	u
raqueta	Dv7A	0
raquitismo	Dv9N	1
raquítico	Dv70	s
raquítico	Dv8g	t
rara	DwFG	BD
rara vez	Dv+t	l
raramente	Dv+C	r
rareza	Dv/S	u
rareza	DwAA	w
rareza	DwAw	x
raro	DwBh	f
raro	DwCA	k
raro	DwCk	p
raro	DwDN	BL
raro	DwEY	u
raro	DwFG	BD
rascacielos	DwGJ	+
rascar	DwHu	j
rascar	DwIR	i
rascar	DwIz	i
rascarse	DwHH	n
rasgar	DwJ9	j
rasgar	DwJV	o
rasgar	DwKg	m
rasgo	DwLG	7
rasguñar	DwMB	3
rasguño	DwM4	w
raso	DwNo	c
raso	DwO+	c
raso	DwOE	d
raso	DwOh	d
raspado	DwPa	y
raspar	DwQM	k
raspar	DwQw	k
raspar	DwR6	j
raspar	DwRU	m
raspar	DwS/	i
raspar	DwSd	i
raspón	DwTh	x
rastra	DwUS	q
rastrear	DwU8	u
rastrear	DwVq	t
rastrear	DwWX	o
rastreo	DwW/	Be
rastreo	DwYd	BL
rastrillar	DwZo	r
rastrillo	DwaT	v
rastrillo	DwbC	w
rastrillo	Dwby	x
rastro	Dwcj	u
rastro	Dwd8	+
rastro	DwdR	r
rasurar	Dwe6	k
rasurarse	Dwfe	t
rata	DwgL	l
ratero	Dwgw	w
ratificar	Dwhg	t
ratificar	DwiN	v
ratisbona	Dwi8	p
ratito	Dwjl	s
rato	Dwk7	m
rato	DwkR	q
rato	Dwlh	l
ratón	DwnW	n
ratón de biblioteca	DwmG	BQ
rauco	Dwn9	h
raya	Dwr+	BI
raya	DwtG	n
raya	Dwtt	p
raya	DwuW	n
rayado	Dwoe	BE
rayado	Dwpi	n
rayado	DwqJ	p
rayado	Dwqy	l
rayado	DwrX	n
rayar	DwwD	o
rayar	Dwwr	i
rayar	DwxN	m
rayar	Dwxz	BF
rayarse	Dwu9	BG
rayo	Dw0G	n
rayo	Dwy4	m
rayo	Dwze	o
raza	Dw0t	+
raza	Dw1r	l
razonable	Dw2Q	w
razonable	Dw3A	u
razonable	Dw3u	x
razonamiento	Dw4f	BB
razonamiento	Dw5g	BP
razonamiento	Dw6v	/
razonar	Dw7u	t
razonar	Dw8b	q
razonar	Dw9F	q
razón	Dw+Y	+
razón	Dw/W	BH
razón	Dw9v	p
razón	DxAd	q
razón	DxBH	p
razón	DxBw	BC
razón social	DxCy	/
raíces	DvIZ	1
raído	DvJO	m
raíl	DvJ0	BG
raíz	DvK6	+
raíz	DvL4	o
raíz	DvMg	s
rdsi	DxDx	Cr
re	D75V	1
rea	D9rS	o
rea	DxUB	BV
reabrir	DxGc	x
reaccionar	DxJ4	v
reaccionaria	DxIb	Bd
reaccionario	DxHN	BO
reaccionario	DxIb	Bd
reacción	DxKn	0
reacción	DxLb	5
reacción	DxMU	2
reacción	DxNK	4
reacción	DxOC	1
reacio	DxO3	m
reacio	DxPd	7
reactivar	DxQY	w
reactivo	DxR1	q
reactivo	DxRI	t
reactivo	DxSf	y
reactor	DxTR	w
reafirmar	DxVW	v
reajuste	DxW2	2
reajuste	DxWF	x
reajuste	DxXs	0
real	DxYg	x
real	DxZR	c
real	DxZt	m
real	Dxa3	c
real	DxaT	k
real	DxbT	g
realeza	Dxbz	0
realidad	Dxcn	BO
realidad virtual	Dxd1	BS
realista	Dxf0	v
realista	DxfH	t
realista	Dxgj	u
realista	DxhR	Bz
realizable	DxjE	BC
realización	DxkG	BA
realización	DxlG	BC
realización	DxmI	+
realizar	DxnG	s
realizar	Dxny	r
realizar	Dxod	x
realizar	Dxp8	q
realizar	DxpO	u
realizar	Dxqm	o
realizar	Dxr4	y
realizar	DxrO	q
realizar	Dxsq	x
realmente	Dxtb	/
realmente	Dxua	w
realmente	Dxv2	s
realmente	DxvK	s
realquilar	Dxwi	y
realzar	DxxU	BA
reanimación	DxyU	BC
reanimar	Dx0s	w
reanimar	Dxz+	u
reanimar	DxzW	o
reaparecer	Dx1c	2
reasegurar	Dx2S	0
reaseguro	Dx3G	/
reavivar	Dx4F	w
rebaja	Dx41	Bd
rebajar	Dx6S	BP
rebajar	Dx7h	r
rebajar	Dx8M	+
rebajas	Dx9K	BR
rebanada	Dx+b	z
rebanada	Dx/O	0
rebanar	DyAC	1
rebaño	DyA3	s
rebeca	DyBj	w
rebeco	DyCT	+
rebelarse	DyDR	v
rebelarse	DyEA	y
rebelde	DyEy	q
rebelde	DyFc	BK
rebelde	DyGm	BK
rebelde	DyHw	BK
rebeldía	DyI6	Ba
rebelión	DyKU	BJ
rebelión	DyLd	1
reblandecer	DyMS	1
rebobinar	DyNH	z
rebosante	DyN6	x
rebosante	DyOr	y
rebosar	DyPd	o
rebosar	DyQF	r
rebotar	DyQw	BM
rebotar	DyR8	v
rebotar	DySr	u
rebote	DyTZ	5
rebozar	DyU7	r
rebozar	DyUS	p
rebullir	DyVm	t
rebuscar	DyWT	BA
rebuznar	DyXT	r
recado	DyX+	s
recado	DyYq	u
recado	DyZY	v
recado	DyaH	u
recaer	Dya1	w
recalcar	Dycx	o
recalcar	DydZ	r
recalcar	DyeE	v
recalentar	Dyez	v
recalentar	Dyfi	w
recambiar	DyhS	BA
recambio	DyiS	x
recambio	Dyj3	y
recambio	DyjD	0
recapacitar	Dykp	6
recapacitar	Dylj	BG
recapacitar	Dymp	1
recapacitar	Dyne	4
recapitulación	DyoW	BG
recapitulación	Dypc	BJ
recarga	Dyrd	x
recarga	DysO	0
recargable	Dyql	4
recargar	DytC	s
recargar	Dytu	x
recargo	Dyuf	Ba
recatado	Dyv5	BA
recatado	Dyw5	3
recatar	Dyxw	o
recatar	DyyY	o
recato	Dy0H	s
recato	Dy0z	y
recato	DyzA	BH
recaudación	Dy1l	BB
recaudar	Dy2m	t
recaudar	Dy3T	t
recaudar	Dy4A	s
recaída	Dybl	BM
recechar	Dy4s	r
rececho	Dy5X	u
recelar	Dy6F	7
recelo	Dy7A	x
recelo	Dy7x	v
receloso	Dy8g	v
receloso	Dy9P	q
recepcionista	DzBo	BV
recepción	Dy+w	2
recepción	Dy/m	1
recepción	Dy95	3
recepción	DzAb	BN
receptivo	DzD6	0
receptor	DzEu	4
receptor	DzFm	2
receptáculo	DzC9	9
recesión	DzGc	BM
receta	DzHo	r
receta	DzIT	BG
recetar	DzJZ	p
recetar	DzKC	s
rechazar	DzKu	w
rechazar	DzLe	n
rechazar	DzMF	r
rechazar	DzMw	r
rechazar	DzNb	r
rechazar	DzOG	BL
rechazar	DzP+	w
rechazar	DzPR	t
rechazo	DzQu	x
rechazo	DzRf	x
rechazo	DzSQ	2
rechiflar	DzTG	9
rechistar	DzUD	r
rechoncha	DzVn	BK
rechoncho	DzUu	5
rechoncho	DzVn	BK
recibidor	DzWx	BV
recibimiento	DzYG	8
recibir	DzcD	q
recibir	Dzct	q
recibir	DzdX	4
recibir	DzeP	o
recibir regalos	DzZC	B2
recibir una falta	Dza4	BL
recibo	Dze3	r
recibo	Dzfi	7
recibo	Dzgd	u
recibo	DzhL	u
reciclaje	Dzh5	BU
reciclar	DzjN	BA
reciente	Dzmr	BO
recientemente	Dzn5	3
recinto	Dzow	u
recinto	Dzpe	t
recinto	DzqL	v
recio	Dzq6	r
recio	Dzrl	r
recipiente	DzsQ	BO
reciprocidad	Dzua	BH
recital	Dzw+	w
recitar	Dzxu	o
recitar	DzyW	q
recitar	DzzA	p
recién	Dzk0	v
recién	DzkN	n
recién	Dzlj	BI
reclamación	Dz0n	8
reclamación	Dz1j	9
reclamación	Dz2g	BA
reclamación	Dzzp	+
reclamar	Dz3g	s
reclamar	Dz43	r
reclamar	Dz4M	r
reclamar	Dz5i	z
reclamar	Dz6V	s
reclamar	Dz7B	v
reclamo	Dz7w	t
reclamo	Dz8d	x
reclinar	Dz93	u
reclinar	Dz9O	p
recluir	Dz+l	s
recluir	Dz/R	p
reclusión	D0A1	x
reclusión	Dz/6	7
recluso	D0Bm	w
recluso	D0CW	BH
recluta	D0Dd	7
reclutamiento	D0EY	BB
reclutar	D0FZ	p
reclutar	D0GC	s
recobrar	D0Gu	BG
recocer	D0H0	p
recocer	D0Id	p
recocido	D0JG	7
recoger	D0KB	m
recoger	D0Kn	n
recoger	D0L2	p
recoger	D0LO	o
recoger	D0Mf	n
recoger	D0NG	p
recoger	D0Nv	o
recoger	D0OX	1
recoger	D0PM	l
recoger	D0Px	k
recoger	D0Q9	m
recoger	D0QV	o
recogida	D0Rj	z
recogida	D0SW	1
recogida	D0T/	BB
recogida	D0TL	0
recogido	D0VA	t
recogido	D0Vt	4
recolección	D0Wl	BS
recolectar	D0X3	v
recolectar	D0Ym	v
recolectar	D0ZV	r
recomendable	D0aA	5
recomendación	D0a5	BC
recomendación	D0b7	7
recomendado	D0c2	y
recomendar	D0do	u
recomenzar	D0eW	4
recompensa	D0fO	4
recompensa	D0gG	9
recompensa	D0hD	5
recompensar	D0h8	v
recompensar	D0ir	0
recompensar	D0jf	w
recomponer	D0kP	1
reconciliación	D0lE	BG
reconciliar	D0mK	y
reconfortante	D0oz	BF
reconocer	D0p4	u
reconocer	D0qm	BB
reconocer	D0rn	9
reconocido	D0sk	BC
reconocimiento	D0tm	BF
reconstituir	D0ur	5
reconstrucción	D0vk	BH
reconstrucción	D0wr	BF
reconstrucción	D0xw	BK
reconstruir	D0y6	2
reconstruir	D0zw	3
recopilación	D00n	+
recopilación	D01l	BG
recopilar	D02r	q
recopilar	D03V	y
recordable	D04H	0
recordar	D047	0
recordar	D05v	r
recordar	D06a	w
recordatorio	D07K	9
recordatorio	D08H	/
recordatorio	D09G	BH
recorrer	D0+5	t
recorrer	D0/m	r
recorrer	D1A8	t
recorrer	D1AR	r
recorrer	D1Bp	B1
recorrer	D1De	BM
recorrer	D1Eq	5
recorrido	D1Fj	2
recorrido	D1GZ	0
recorrido	D1HN	BO
recortar	D1Ib	7
recortar	D1JW	u
recortar	D1KE	z
recorte	D1K3	x
recorte	D1Lo	w
recorte	D1MY	w
recoser	D1NI	m
recostar	D1Nu	p
recostar	D1O+	u
recostar	D1OX	n
recreación	D1Ps	BP
recrear	D1Q7	q
recrear	D1Rl	n
recrear	D1SM	u
recreativo	D1S6	z
recreativo	D1Tt	w
recreo	D1Ud	w
recreo	D1V6	8
recreo	D1VN	t
recreo	D1W2	v
recta	D1Xl	w
recta	D1YV	u
recta	D1ZD	7
recta	D1ly	0
rectal	D1Z+	i
rectangular	D1ag	1
rectangular	D1bV	3
rectangular	D1cM	x
rectificadora	D1d0	BH
rectificar	D1e7	v
rectificar	D1fq	z
rectificar	D1gd	0
rectificar	D1h/	v
rectificar	D1hR	u
recto	D1iu	k
recto	D1j5	h
recto	D1jS	n
recto	D1ka	p
recto	D1ly	0
rector	D1mm	r
rectora	D1lD	v
rectángulo	D1c9	3
recubierto	D1nR	y
recubierto	D1oD	y
recubrimiento	D1o1	8
recubrimiento	D1px	/
recubrimiento	D1qw	BC
recubrir	D1ry	u
recubrir	D1sg	r
recuento	D1tL	Bf
recuerdo	D1uq	y
recuerdo	D1vc	0
recuerdo	D1wQ	y
recuerdos	D1xC	7
recuperación	D10a	BD
recuperación	D11d	BH
recuperación	D1x9	BV
recuperación	D1zS	BI
recuperar	D14W	t
recuperar	D151	y
recuperar	D15D	y
recuperar	D16n	y
recuperar	D17Z	0
recuperar	D18N	z
recuperar	D19A	w
recuperar tiempo	D13Y	+
recuperarse	D12k	0
recurrente	D1+h	1
recurrente	D19w	x
recurrir	D2BE	u
recurrir	D2By	x
recurrir a	D1/W	z
recurrir a	D2AJ	7
recurso	D2Cj	x
recurso	D2DU	t
recurso	D2EB	t
recurso	D2Eu	w
recámara	DygS	BA
recíprocamente	Dzte	8
recíproco	Dzvh	w
recíproco	DzwR	t
recóndito	D0m8	BG
recóndito	D0oC	x
red	D2Pb	4
red	D2Q1	m
red	D2QT	i
red digital de servicios integrados	DxDx	Cr
redacción	D2Fe	BT
redacción	D2Gx	4
redactar	D2Hp	BO
redactor	D2I3	1
redactor	D2Js	1
redada	D2Kh	7
redada	D2Lc	u
redada	D2MK	s
redención	D2M2	4
redención	D2Nu	1
redención	D2Oj	4
redimir	D2Rb	o
redimir	D2SD	o
redimir	D2Sr	t
reditual	D2UF	v
redoblar	D2U0	t
redoblar	D2Vh	r
redoble	D2WM	z
redomado	D2W/	5
redonda	D2eT	8
redondeado	D2X4	BB
redondeado	D2Y5	5
redondear	D2Zy	q
redondear	D2ac	v
redondear	D2bL	7
redondo	D2cG	p
redondo	D2cv	2
redondo	D2dl	u
redondo	D2eT	8
reducción	D2fP	0
reducción	D2g+	7
reducción	D2gD	7
reducción	D2h5	1
reducción	D2iu	4
reducción	D2jm	6
reducción	D2kg	2
reducción	D2lW	7
reducción	D2mR	7
reducido	D2n6	w
reducido	D2nM	u
reducido	D2oq	v
reducir	D2pZ	q
reducir	D2qD	s
reducir	D2qv	o
reducir	D2r/	8
reducir	D2rX	o
reducir	D2s7	w
reducir	D2tr	s
reducir	D2uX	r
redundancia	D2v9	8
redundancia	D2vC	7
redundante	D2w5	w
reelección	D2xp	6
reelegir	D2yj	u
reembolsar	D20t	BC
reembolsar	D21v	y
reembolsar	D2z/	u
reembolsar	D2zR	u
reembolso	D22h	2
reembolso	D23X	2
reembolso	D24N	1
reembolso	D25C	4
reemplazante	D256	BC
reemplazante	D268	1
reemplazante	D27x	BA
reemplazante	D28x	9
reemplazar	D2+c	v
reemplazar	D29u	u
reemplazo	D2/L	z
reestructuración	D2/+	BO
reestructuración	D3BM	BQ
reexpedir	D3Cc	v
reexpedir	D3DL	x
referencia	D3D8	9
referencia	D3E5	2
referencia	D3Fv	7
referencia	D3Gq	5
referencia	D3Hj	4
referente	D3Jy	w
referente	D3Ki	z
referente	D3LV	x
referir	D3M9	p
referir	D3Nm	q
referirse a	D3MG	3
referéndum	D3Ib	BX
refinado	D3OQ	1
refinado	D3PF	t
refinado	D3Py	t
refinamiento	D3Qf	9
refinamiento	D3Rc	BB
refinamiento	D3Sd	/
refinamiento	D3Tc	+
refinar	D3Ua	q
refinar	D3VE	p
refinería	D3Vt	4
reflector	D3Wl	3
reflector	D3Xc	2
reflejar	D3Y/	p
reflejar	D3YS	t
reflejar	D3Zo	u
reflejo	D3aW	s
reflejo	D3bC	w
reflexionar	D3by	BD
reflexiva	D3i4	BQ
reflexivo	D3gt	u
reflexivo	D3hb	u
reflexivo	D3i4	BQ
reflexivo	D3iJ	v
reflexión	D3e9	3
reflexión	D3eF	4
reflexión	D3f0	5
reflexión en un eje	D3c1	BQ
reflujo	D3k4	v
reflujo	D3kI	w
reforestación	D3ln	BK
reforma	D3pd	y
reforma	D3qP	t
reformación	D3mx	BZ
reformador	D3oK	BT
reformar	D3q8	t
reformar	D3rp	s
reformar	D3s+	q
reformar	D3sV	p
reformar	D3to	t
reformatorio	D3uV	BC
reformismo	D3vX	6
reforzar	D3w+	q
reforzar	D3wR	t
reforzar	D3xo	u
reforzar	D3yW	t
refracción	D3zD	5
refregar	D30s	s
refrenar	D31Y	p
refrendado	D32B	y
refrendar	D32z	v
refrendar	D33i	v
refrendar	D34R	x
refrescante	D35C	0
refrescar	D352	t
refrescar	D36j	u
refresco	D37R	0
refresco	D38F	9
refresco	D39C	BT
refri	D3+V	5
refrigeración	D3/O	BC
refrigerador	D4AQ	4
refrigerador	D4BI	/
refrigerador	D4CH	Bd
refrigerante	D4Dk	/
refrigerar	D4Ej	u
refrán	D3z8	w
refuerzo	D4FR	v
refuerzo	D4G2	BZ
refuerzo	D4GA	2
refugiada	D4Jm	BV
refugiado de guerra	D4IP	BX
refugiar	D4Mn	4
refugiarse	D4K7	o
refugiarse	D4Lj	BE
refugio	D4Q4	s
refugio	D4QO	q
refugio	D4Rk	BK
refugio	D4Su	w
refugio	D4Te	w
refugio	D4UO	z
refugio	D4VB	u
refugio	D4Vv	y
refugio antiaéreo	D4Nf	Bs
refugio atómico	D4PL	BD
refunfuñar	D4Wh	8
refunfuñar	D4Xd	u
refunfuñar	D4YL	v
refunfuño	D4Y6	u
regadera	D4Zo	BH
regadera	D4av	3
regado	D4cd	o
regador	D4dF	1
regadío	D4bm	3
regalado	D4d6	q
regalado	D4ek	t
regalar	D4fR	q
regaliz	D4f7	BJ
regalo	D4hE	t
regalón	D4hx	r
regar	D4nE	k
regar	D4no	w
regatear	D4oY	t
regatear	D4pF	q
regatear	D4pv	5
regañar	D4ic	u
regañar	D4j3	o
regañar	D4jK	t
regañar	D4kf	r
regañir	D4lK	2
regaño	D4mA	BE
regeneración	D4qo	BE
regenerar	D4rs	7
regenerativo	D4sn	5
regimiento	D41U	3
regio	D424	k
regio	D42L	t
regional	D43c	q
regionalismo	D44G	/
regionalista	D45+	/
regionalista	D45F	5
regionalista	D469	9
regir	D4+R	h
regir	D49Q	f
regir	D49v	i
registrar	D4//	v
registrar	D5Au	q
registrar	D5BY	v
registrar	D5CH	w
registrarse	D4+y	BN
registro	D5C3	y
registro	D5Dp	1
registro	D5Ee	z
registro	D5FR	x
registro	D5G0	x
registro	D5GC	y
región	D476	r
región	D48l	r
regla	D5Hl	p
regla	D5IO	BE
regla	D5JS	o
reglaje	D5J6	BI
reglamentación	D5LC	BD
reglamentar	D5Ob	2
reglamentario	D5MF	BW
reglamentario	D5Nb	BA
reglamento	D5PR	7
reglamento	D5QM	3
reglamento	D5R6	6
reglamento	D5RD	3
reglamento	D5S0	6
regocijado	D5Tu	y
regocijar	D5VU	t
regocijarse	D5Ug	0
regocijo	D5WB	y
regocijo	D5Wz	x
regodeón	D5Xk	w
regresar	D5YU	BC
regresar	D5ZW	v
regresar	D5aF	BE
regresivo	D5cB	z
regresión	D5bJ	4
regreso	D5c0	y
regreso	D5dm	x
regreso	D5eX	w
regreso	D5fH	y
regulación	D5f5	8
regulación	D5g1	8
regulado	D5hx	s
regulador	D5id	BN
regular	D5jq	t
regular	D5kX	v
regular	D5l3	u
regular	D5lG	x
regular	D5ml	q
regular	D5p4	m
regular	D5pO	q
regular	D5qe	q
regularidad	D5nP	BF
regularmente	D5oU	6
rehabilitación	D5rI	BI
rehabilitación	D5sQ	BJ
rehabilitado	D5tZ	6
rehacer	D5uT	t
rehacer	D5vA	w
rehuir	D5wY	8
rehuir	D5xU	u
rehuir	D5yC	k
rehusar	D5ym	m
rehusar	D5zM	o
rehén	D5vw	o
reina	D50l	r
reina	D5z0	x
reinar	D511	k
reinar	D51Q	l
reincidencia	D52Z	BA
reincidente	D53Z	4
reincidir	D54R	5
reiniciar	D55K	BG
reino	D56Q	BB
reino	D57R	o
reino unido	D5++	BJ
reino unido de gran bretaña e irlanda del norte	D575	DF
reintegro	D6AH	7
reintegro	D6B5	5
reintegro	D6BC	3
reiterado	D6GE	x
reiterar	D6G1	u
reivindicación	D6Hj	BF
reivindicar	D6Io	BD
reivindicar	D6Jr	3
reja	D6Ki	m
rejilla	D6L5	s
rejilla	D6LI	x
rejilla	D6Ml	w
rejilla	D6NV	0
rejuvenecer	D6OJ	1
rejuvenecimiento	D6O+	BK
relacionado	D6QI	+
relacionado	D6R5	y
relacionado	D6RG	z
relacionado	D6Sr	6
relacionado a	D6Tl	CB
relacionado con	D6Tl	CB
relacionar	D6Wi	5
relacionar	D6Xb	7
relacionar	D6YW	v
relacionar	D6ZF	x
relacionar con	D6Vm	8
relación	D6bb	1
relación	D6cQ	5
relación	D6dJ	8
relación	D6e7	BQ
relación	D6eF	2
relación	D6gL	3
relación de equivalencia	D6Z2	Bl
relajación	D6h9	6
relajación	D6hC	7
relajación	D6i3	5
relajada	D6mF	BW
relajado	D6jw	s
relajado	D6kc	s
relajado	D6lI	9
relajado	D6mF	BW
relajamiento	D6nb	+
relajante	D6oZ	v
relajar	D6p6	3
relajar	D6qx	p
relajar	D6ra	q
relajar	D6sE	m
relajar	D6sq	3
relajarse	D6pI	y
relampaguear	D6uS	y
relapso	D6vE	q
relatar	D6vu	k
relativamente	D6wS	BP
relatividad	D6xh	BA
relatividad	D6yh	BK
relativo	D60f	t
relativo	D612	1
relativo	D61M	q
relativo a	D6zr	0
relato	D62r	r
relato	D63W	u
relegar	D64E	p
relegar	D64t	l
releje	D65S	t
relevancia	D66m	4
relevante	D67e	t
relevante	D68L	8
relevar	D69H	o
relevo	D6+d	s
relevo	D69v	u
relieve	D6/J	t
religiosa	D7Ap	x
religiosa	D7C1	Bj
religiosa	D7EY	BJ
religiosa	D7Fh	Bc
religioso	D7Ba	p
religioso	D7C1	Bj
religioso	D7CD	y
religioso	D7EY	BJ
religioso	D7Fh	Bc
religión	D6/2	z
relinchar	D7G9	r
relincho	D7Ho	BG
reliquia	D7Iu	BE
reliquia	D7Jy	v
rellenar	D7Kh	r
rellenar	D7L3	o
rellenar	D7LM	r
rellenar	D7Mf	s
rellenar	D7NL	q
relleno	D7N1	m
relleno	D7O9	BL
relleno	D7Ob	i
relleno	D7QI	u
reloj	D7Sm	l
relojero	D7Ry	0
relojería	D7Q2	8
relucir	D7TL	3
relucir	D7UC	BE
relumbrar	D7VG	s
relámpago	D6th	x
relé	D65/	n
remachar	D7Vy	4
remache	D7Wq	s
remangar	D7XW	5
remangar	D7YP	t
remar	D7Zx	t
remarcable	D7Y8	1
rematado	D7ae	s
rematador	D7bK	6
rematar	D7cE	t
rematar	D7cx	m
rematar	D7dX	q
remate	D7eB	t
remate	D7eu	BV
remate	D7gD	BG
remate	D7hJ	u
remedar	D7h3	p
remediar	D7ig	8
remediar	D7jc	s
remedio	D7k6	u
remedio	D7kI	y
remedio	D7lo	t
remedio	D7mV	Bb
remedio	D7nw	z
rememorar	D7oj	s
remendar	D7pP	5
remendar	D7qI	r
remera	D7qz	Bp
remero	D7qz	Bp
remesa	D7sc	Bb
remesar	D7t3	3
remiendo	D7uu	w
remiendo	D7ve	BM
remisible	D7wq	w
remisión	D7xa	BE
remisión	D7ye	y
remiso	D70a	q
remiso	D7z3	j
remiso	D7zQ	n
remitente	D71E	B7
remitir	D72/	0
remitir	D73z	p
remitir	D74c	5
remo	D8LS	+
remo	D8MQ	5
remodelación	D76K	8
remodelación	D77G	BD
remodelar	D780	v
remodelar	D78J	r
remojar	D7+1	q
remojar	D7+M	p
remojar	D7/f	n
remojar	D79j	p
remojo	D8AG	u
remolacha	D8Da	BO
remolacha	D8Eo	y
remolacha azucarera	D8A0	BT
remolacha forrajera	D8CH	BT
remolcador	D8Fa	5
remolcar	D8GT	s
remolino	D8G/	7
remolino	D8H6	w
remolque	D8Jw	y
remolque	D8Ki	w
remolón	D8Iq	BG
remontarse	D8Oc	5
remontarse a	D8NJ	BT
remorder	D8PV	8
remordimiento	D8QR	Bl
remoto	D8R2	BA
remover	D8S2	6
remover	D8Tw	3
remover	D8Un	q
remover	D8VR	q
remplazar	D8V7	s
remplazar	D8Wn	t
remplazo	D8XU	v
remuneración	D8YD	BA
remuneración	D8ZD	BA
remuneración	D8aD	+
