Hakusana	Homonymia	Sanaluokka	Taivutustiedot
sydänvalvuri		substantiivi	
sydänvarjo		substantiivi	
sydänvaurio		substantiivi	
sydänveri		substantiivi	
sydänveritulppa		substantiivi	
sydänvika		substantiivi	9*D
sydänvikainen		adjektiivi, substantiivi	
sydänystävä		substantiivi	
sydänyö		substantiivi	
sydänääni		substantiivi	
sydäri		substantiivi	6
syfilis		substantiivi	39
syherö		substantiivi, adjektiivi	2
syheröinen		adjektiivi	38
syinen		adjektiivi	38
syke		substantiivi	48*A
sykemittari		substantiivi	
sykertyä		verbi	52*K
sykertää		verbi	54*K
sykerö		substantiivi	2
sykeröityä		verbi	52*F
syketaajuus		substantiivi	
sykintä		substantiivi	9*J
‑sykkeinen		adjektiivi	38
‑sykkeisyys		substantiivi	40
sykkiä		verbi	61*A
sykkyrä		substantiivi	12
sykkyräsuoli		substantiivi	
sykkäillä		verbi	67
sykkää		verbi	78
syklaami		substantiivi	6
syklaaminpunainen		adjektiivi	
syklamaatti		substantiivi	5*C
sykli		substantiivi	5
syklinen		adjektiivi	38
sykloni		substantiivi	5
syksy		substantiivi	1
syksy‑			
syksyinen		adjektiivi	38
syksyisin		adverbi	99
syksykylmä		substantiivi	
syksyllinen		adjektiivi	38
syksymmäksi		adverbi	99
syksymmälle		adverbi	99
syksymmällä		adverbi	99
syksymmäs		adverbi	99
syksympänä		adverbi	99
syksypuoli		substantiivi	
sykähdellä		verbi	67*F
sykähdys		substantiivi	39
sykähdyttää		verbi	53*C
sykähtää		verbi	53*F
sykäys		substantiivi	39
sykäyslaskuri		substantiivi	
syleillä		verbi	67
syleily		substantiivi	2
sylfidi		substantiivi	5
syli		substantiivi	5, 23
sylihoito		substantiivi	
sylikkäin		adverbi	99
sylikoira		substantiivi	
sylikummi		substantiivi	
sylilapsi		substantiivi	
sylillinen		substantiivi	38
sylimikro		substantiivi	
sylinteri		substantiivi	6
‑sylinterinen		adjektiivi	38
sylinterinkansi		substantiivi	
sylinteriryhmä		substantiivi	
sylinteritilavuus		substantiivi	
sylipaini		substantiivi	
sylitellä		verbi	67
sylittäin		adverbi	99
sylityksin		adverbi	99
sylitysten		adverbi	99
sylivauva		substantiivi	
syljeksiä		verbi	61
syljeneritys		substantiivi	
syljeskellä		verbi	67
syljeskely		substantiivi	2
syljettää		verbi	53*C
sylkeä		verbi	58*L
sylki		substantiivi	7*L
sylkikaskas		substantiivi	
sylkikivi		substantiivi	
sylkikuoriainen		substantiivi	
sylkirauhanen		substantiivi	
sylkirauhastulehdus		substantiivi	
sylkitesti		substantiivi	
sylkky		substantiivi	1*A
sylky		substantiivi	1*D
sylkykuppi		substantiivi	
sylkäistä		verbi	66
sylkäisy		substantiivi	2
syllogismi		substantiivi	5
syllogistinen		adjektiivi	38
syltty		substantiivi	1*C
sylttytehdas		substantiivi	
syltäinen		adjektiivi	38
sylyksellinen		substantiivi	38
sylys		substantiivi	39
symbiontti		substantiivi	5*C
symbioosi		substantiivi	5
symbioottinen		adjektiivi	38
symbioottisesti		adverbi	99
symbioottisuus		substantiivi	40
symboli		substantiivi	6
symboliarvo		substantiivi	
symbolifunktio		substantiivi	
symboliikka		substantiivi	9*A
symbolijärjestelmä		substantiivi	
symbolinen		adjektiivi	38
symbolisesti		adverbi	99
symbolismi		substantiivi	5
symbolisoida		verbi	62
symbolisuus		substantiivi	40
symboloida		verbi	62
symmetria		substantiivi	12
symmetria-akseli		substantiivi	
symmetriakeskipiste		substantiivi	
symmetriakeskus		substantiivi	
symmetriataso		substantiivi	
symmetrinen		adjektiivi	38
symmetrisesti		adverbi	99
symmetrisyys		substantiivi	40
sympaattinen		adjektiivi	38
sympaattisesti		adverbi	99
sympaattisuus		substantiivi	40
sympata		verbi	73*B
sympatia		substantiivi	12
sympatiapiste		substantiivi	
sympatisoida		verbi	62
sympatisointi		substantiivi	5*J
symposio		substantiivi	3
symposiumi		substantiivi	5
symppis		adjektiivi	39
symptomaattinen		adjektiivi	38
symptomi		substantiivi	5
synagoga		substantiivi	10
synapsi		substantiivi	5
syndikaatti		substantiivi	5*C
syndikalismi		substantiivi	5
syndikalisti		substantiivi	5
syndikalistinen		adjektiivi	38
syndrooma		substantiivi	10
synergeettinen		adjektiivi	38
synergia		substantiivi	12
synergiaetu		substantiivi	
synergiahyöty		substantiivi	
synerginen		adjektiivi	38
synergismi		substantiivi	5
synergisti		substantiivi	5
synergistinen		adjektiivi	38
synesteettinen		adjektiivi	38
synestesia		substantiivi	12
synkassa		adverbi	99
synkata		verbi	73*A
synkentyä		verbi	52*J
synkentää		verbi	54*J
synketä		verbi	72*A
synkeys		substantiivi	40
synkeä		adjektiivi	15
synkistellä		verbi	67
synkistely		substantiivi	2
synkistyä		verbi	52
synkistää		verbi	53
synkkaan		adverbi	99
synkkyys		substantiivi	40
synkkä		adjektiivi	10*A
synkkämielinen		adjektiivi	
synkkämielisyys		substantiivi	
synkooppi		substantiivi	5*B
synkopoida		verbi	62
synkopointi		substantiivi	5*J
synkretismi		substantiivi	5
synkretistinen		adjektiivi	38
synkronia		substantiivi	12
synkroninen		adjektiivi	38
synkronirata		substantiivi	
synkronisatelliitti		substantiivi	
synkronismi		substantiivi	5
synkronisoida		verbi	62
synkronisointi		substantiivi	5*J
synkronoida		verbi	62
synkronointi		substantiivi	5*J
synkästi		adverbi	99
synnillinen		adjektiivi	38
synnillisesti		adverbi	99
synnillisyys		substantiivi	40
synninhätä		substantiivi	
synninpäästö		substantiivi	
synnintekijä		substantiivi	
synninteko		substantiivi	
synnintunnustus		substantiivi	
synnintunto		substantiivi	
synnintuntoinen		adjektiivi	
synnitön		adjektiivi	34*C
synnyin‑			
synnyinmaa		substantiivi	
synnyinseutu		substantiivi	
synnyinsija		substantiivi	
synnynnäinen		adjektiivi	38
synnynnäisesti		adverbi	99
synnynnäisyys		substantiivi	40
synnytinelimet		substantiivi	
synnyttimet		substantiivi	33*C
synnyttäjä		substantiivi	10
synnyttää		verbi	53*C
synnytys		substantiivi	39
synnytyshuone		substantiivi	
synnytyshäiriö		substantiivi	
synnytysikä		substantiivi	
synnytyskanava		substantiivi	
synnytyskipu		substantiivi	
synnytyslaitos		substantiivi	
synnytyslääkäri		substantiivi	
synnytysoppi		substantiivi	
synnytysosasto		substantiivi	
synnytyspahka		substantiivi	
synnytyspelko		substantiivi	
synnytyspelkopoliklinikka		substantiivi	
synnytyspihdit		substantiivi	
synnytyspoltto		substantiivi	
synnytyssairaala		substantiivi	
synnytyssupistus		substantiivi	
synnytystuska		substantiivi	
synnytysvalmennus		substantiivi	
synnytysvalmennuskurssi		substantiivi	
synnytysvaurio		substantiivi	
synodaalikokous		substantiivi	
synodi		substantiivi	5
synonymia		substantiivi	12
synonyymi		substantiivi	5
synonyyminen		adjektiivi	38
synonyymisanakirja		substantiivi	
synopsis		substantiivi	39
syntaksi		substantiivi	5
syntaktinen		adjektiivi	38
synteesi		substantiivi	5
synteettinen		adjektiivi	38
synteettisesti		adverbi	99
synteettisyys		substantiivi	40
syntesoida		verbi	62
syntesointi		substantiivi	5*J
syntesoitua		verbi	52*F
syntetisaattori		substantiivi	6
syntetisoida		verbi	62
syntetisointi		substantiivi	5*J
syntetisoitua		verbi	52*F
synti		substantiivi	5*J
syntiinlankeemus		substantiivi	
syntikka		substantiivi	14*A
syntikuorma		substantiivi	
syntilista		substantiivi	
syntinen		adjektiivi, substantiivi	38
syntipukki		substantiivi	
syntisesti		adverbi	99
syntisyys		substantiivi	40
syntisäkki		substantiivi	
syntitaakka		substantiivi	
syntiuhri		substantiivi	
syntivelka		substantiivi	
synttäri		substantiivi	6
synty		substantiivi	1*J
syntyaika		substantiivi	9*D
syntyhistoria		substantiivi	
‑syntyinen		adjektiivi	38
‑syntyisesti		adverbi	99
syntyisin		adverbi	99
‑syntyisyys		substantiivi	40
syntyjään		adverbi	99
syntymekanismi		substantiivi	
syntymä		substantiivi	10
syntymäaika		substantiivi	9*D
syntymähetki		substantiivi	
syntymähumala		substantiivi	
syntymäjuhla		substantiivi	
syntymäkoti		substantiivi	
syntymäkotikunta		substantiivi	
syntymäkuuro		substantiivi, adjektiivi	1
syntymälahja		substantiivi	
syntymämerkki		substantiivi	
syntymänimi		substantiivi	
syntymäpaikka		substantiivi	
syntymäpaino		substantiivi	
syntymäpituus		substantiivi	
syntymäpäivä		substantiivi	
syntymäpäiväkahvit		substantiivi	
syntymäpäiväkutsut		substantiivi	
syntymäpäivälahja		substantiivi	
syntymäpäiväonnittelu		substantiivi	
syntymäpäiväsankari		substantiivi	
syntymäpäivätervehdys		substantiivi	
syntymäsokea		adjektiivi, substantiivi	
syntymätodistus		substantiivi	
syntymätukka		substantiivi	
syntymätön		adjektiivi	34*C
syntymävika		substantiivi	9*D
syntymävuosi		substantiivi	
syntyneisyys		substantiivi	40
syntypaikka		substantiivi	
syntyperä		substantiivi	
syntyperäinen		adjektiivi, substantiivi	
syntysanat		substantiivi	
syntysija		substantiivi	
syntyvaihe		substantiivi	
syntyvuosi		substantiivi	
syntyvyys		substantiivi	40
syntyä		verbi	52*J
syntyään		adverbi	99
sypressi		substantiivi	6
sypressikasvi		substantiivi	
syreeni		substantiivi	6
syreenihortensia		substantiivi	
syrjemmäksi		adverbi	99
syrjemmälle		adverbi	99
syrjemmällä		adverbi	99
syrjemmältä		adverbi	99
syrjemmäs		adverbi	99
syrjemmässä		adverbi	99
syrjemmästä		adverbi	99
syrjempänä		adverbi	99
syrjempää		adverbi	99
syrjempään		adverbi	99
syrjimiskielto		substantiivi	
syrjintä		substantiivi	9*J
syrjintälautakunta		substantiivi	
syrjittäin		adverbi	99
syrjiä		verbi	61
syrjä		substantiivi	10
syrjähyppy		substantiivi	
syrjäinen		adjektiivi	38
syrjäisyys		substantiivi	40
syrjäkarein		adverbi	99
syrjäkatu		substantiivi	
syrjäkulma		substantiivi	
syrjäkylä		substantiivi	
syrjäkyläläinen		substantiivi	
syrjälleen		adverbi	99
syrjällään		adverbi	99
syrjäpolku		substantiivi	
syrjäseutu		substantiivi	
syrjäsilmin		adverbi	99
syrjäsilmällä		adverbi	99
syrjäsilmäys		substantiivi	
syrjässä		adverbi	99
syrjästä		adverbi	99
syrjästäkatsoja		substantiivi	
syrjätie		substantiivi	
syrjäyttää		verbi	53*C
syrjäytys		substantiivi	39
syrjäytyä		verbi	52*F
syrjään		adverbi	99
syrjääni		substantiivi	6
syrnikki		substantiivi	5*A
sysi		substantiivi	27
sysimusta		adjektiivi	
sysipimeä		adjektiivi, substantiivi	
sysiä		verbi	61
syssyyn		adverbi	99
systeemi		substantiivi	6
systeeminen		adjektiivi	38
systeeminsuunnittelija		substantiivi	
systeeminsuunnittelu		substantiivi	
systeemiohjelmointi		substantiivi	
systeemisesti		adverbi	99
systeemisyys		substantiivi	40
systeemiteoria		substantiivi	
systemaatikko		substantiivi	4*A
systemaattinen		adjektiivi	38
systemaattisesti		adverbi	99
systemaattisuus		substantiivi	40
systematiikka		substantiivi	9*A
systematisoida		verbi	62
systematisointi		substantiivi	5*J
systemoida		verbi	62
systemointi		substantiivi	5*J
systeri		substantiivi	6
systolinen		adjektiivi	38
sysätä		verbi	73
sysäyksittäin		adverbi	99
sysäyksittäinen		adjektiivi	38
sysäys		substantiivi	39
sytkyttää		verbi	53*C
sytkytys		substantiivi	39
sytkäri		substantiivi	6
sytologia		substantiivi	12
sytoplasma		substantiivi	
sytostaatti		substantiivi	5*C
sytostaattihoito		substantiivi	
sytotoksinen		adjektiivi	
syttymisherkkyys		substantiivi	
syttymispiste		substantiivi	
syttymätön		adjektiivi	34*C
syttyvyys		substantiivi	40
syttyä		verbi	52*C
sytyke		substantiivi	48*A
sytytin		substantiivi	33*C
‑sytytteinen		adjektiivi	38
sytyttäjä		substantiivi	10
sytyttää		verbi	53*C
‑sytytyksinen		adjektiivi	38
sytytys		substantiivi	39
sytytysaine		substantiivi	
sytytyshäiriö		substantiivi	
sytytysjärjestelmä		substantiivi	
sytytysjärjestys		substantiivi	
sytytyskela		substantiivi	
sytytyskipinä		substantiivi	
sytytyslaite		substantiivi	
sytytyslanka		substantiivi	
sytytysneste		substantiivi	
sytytyspuola		substantiivi	10
sytytystulppa		substantiivi	
sytytysvirta		substantiivi	
syvemmäksi		adverbi	99
syvemmälle		adverbi	99
syvemmällä		adverbi	99
syvemmältä		adverbi	99
syvemmäs		adverbi	99
syvempänä		adverbi	99
syvempää		adverbi	99
syvennys		substantiivi	39
syventyä		verbi	52*J
syventää		verbi	54*J
syvetä		verbi	72
syvyinen		adjektiivi	38
syvyys		substantiivi	40
syvyysefekti		substantiivi	
syvyyskartta		substantiivi	
syvyyskäyrä		substantiivi	
syvyysluotain		substantiivi	
syvyysmittari		substantiivi	
syvyysmittaus		substantiivi	
syvyysnäkö		substantiivi	
syvyyspommi		substantiivi	
syvyysporrastus		substantiivi	
syvyyspsykologia		substantiivi	
syvyyssukellus		substantiivi	
syvyyssuunta		substantiivi	
syvyystehoste		substantiivi	
syvyysvaikutelma		substantiivi	
syvyyttää		verbi	53*C
syvyytys		substantiivi	39
syvä		adjektiivi, substantiivi	10
syväasfaltti		substantiivi	50
syväauraus		substantiivi	50
syvähaastattelu		substantiivi	50
syvähengitys		substantiivi	50
syvähenkinen		adjektiivi	
syväjäädyttää		verbi	
syväjäädytys		substantiivi	
syväkairata		verbi	
syväkairaus		substantiivi	50
syväkivilaji		substantiivi	50
syväkurkku		substantiivi	1*A, 50
syvälle		adverbi	99
syvällekäypä		adjektiivi	
syvällekäyvä		adjektiivi	
syvällinen		adjektiivi	38
syvällisesti		adverbi	99
syvällisyys		substantiivi	40
syvällä		adverbi	99
syvälti		adverbi	99
syvältä		adverbi	99
syväluotaava		adjektiivi	10
syväluotaus		substantiivi	50
syvämeri		substantiivi	51
syvämielinen		adjektiivi	
syvämietteinen		adjektiivi	
syvämuokkaus		substantiivi	50
syvänkö		substantiivi	1*G
syvänmerenkala		substantiivi	
syvänne		substantiivi	48*J
syvänsininen		adjektiivi	
syväonginta		substantiivi	50
syväonki		substantiivi	50
syväpainanta		substantiivi	50
syväpaino		substantiivi	50
syväpainomenetelmä		substantiivi	
syvärakenne		substantiivi	50
syväsatama		substantiivi	50
syväsointinen		adjektiivi	
syvässä		adverbi	99
syvästi		adverbi	99
syvästä		adverbi	99
syvätarkkuus		substantiivi	50
syvävaikutteinen		adjektiivi	
syväväylä		substantiivi	50
syväys		substantiivi	39
syvään		adverbi	99
syy	1	substantiivi	18
syy	2	substantiivi	18
syydvesti		substantiivi	5
syyhelmä		substantiivi	10
syyhy		substantiivi	1
syyhyinen		adjektiivi	38
syyhypunkki		substantiivi	5*A
syyhytauti		substantiivi	
syyhyttää		verbi	53*C
syyhytä		verbi	74
syyhyä		verbi	52
syyksiluettava		adjektiivi	
syyksiluettavuus		substantiivi	
syylinki		substantiivi	5*G
syyllinen		adjektiivi, substantiivi	38
syyllistyä		verbi	52
syyllistää		verbi	53
syyllisyydentunne		substantiivi	
syyllisyydentunto		substantiivi	
syyllisyydentuntoinen		adjektiivi	
syyllisyys		substantiivi	40
syyloma		substantiivi	
syylä		substantiivi	10
syyläjuuri		substantiivi	26
syylävirus		substantiivi	
syyni		substantiivi	5
syyntakeeton		adjektiivi	34*C
syyntakeettomuus		substantiivi	40
syyntakeinen		adjektiivi	38
syyntakeisuus		substantiivi	40
syynätä		verbi	73
syynäys		substantiivi	39
syyperusteinen		adjektiivi	
syypää		adjektiivi, substantiivi	
syys		substantiivi	99
syys‑			
syysaamu		substantiivi	
syysasteri		substantiivi	
syysaurinko		substantiivi	
syyshalla		substantiivi	
syyshehku		substantiivi	
syyshortensia		substantiivi	
syysilma		substantiivi	
syysistuntokausi		substantiivi	
syysistutus		substantiivi	
syysjää		substantiivi	
syyskalastus		substantiivi	
syyskausi		substantiivi	
syyskesä		substantiivi	
syyskierros		substantiivi	
syyskorento		substantiivi	
syyskuinen		adjektiivi	
syyskukka		substantiivi	
syyskukkija		substantiivi	12
syyskuu		substantiivi	
syyskylmä		adjektiivi, substantiivi	
syyskylvö		substantiivi	
syyskyntö		substantiivi	
syyslajike		substantiivi	
syysleimu		substantiivi	
syysleimukukka		substantiivi	
syysliukas		adjektiivi, substantiivi	
syysliukkaus		substantiivi	
syysloma		substantiivi	
syyslukukausi		substantiivi	
syysmyrsky		substantiivi	
syysomena		substantiivi	
syyspimeä		adjektiivi, substantiivi	
syyspäivä		substantiivi	
syyspäiväntasaus		substantiivi	
syysruis		substantiivi	
syyssade		substantiivi	
syyssiivous		substantiivi	39
syyssilakka		substantiivi	
syystalvi		substantiivi	
syysuhde		substantiivi	
syysuhteinen		adjektiivi	
syysvehnä		substantiivi	
syysvilja		substantiivi	
syyte		substantiivi	48*C
syyteaineisto		substantiivi	
syyteharkinta		substantiivi	
syytekirjelmä		substantiivi	
syytellä		verbi	67*C
syyteneuvottelu		substantiivi	
syyteoikeus		substantiivi	
syyteperuste		substantiivi	
syytesuoja		substantiivi	10
syytetty		substantiivi	1*C
syytevaatimus		substantiivi	
syytevalta		substantiivi	
syytinki		substantiivi	5*G
syytinkivaari		substantiivi	5
syytteeseenpano		substantiivi	
syyttely		substantiivi	2
syyttäjistö		substantiivi	1
syyttäjä		substantiivi	10
syyttäjäalue		substantiivi	
syyttäjälaitos		substantiivi	
syyttäjänvirasto		substantiivi	
syyttäjäviranomainen		substantiivi	
syyttää		verbi	53*C
syyttömyys		substantiivi	40
syyttömyysolettama		substantiivi	10
syyttömästi		adverbi	99
syytää		verbi	53*F
syytön		adjektiivi	34*C
syytös		substantiivi	39
syytöstulva		substantiivi	
syy-yhteys		substantiivi	
syödä		verbi	64
syöjä		substantiivi	10
syöjäsolu		substantiivi	
syöjätär		substantiivi	32*C
syöksy		substantiivi	1
syöksyhammas		substantiivi	
syöksyillä		verbi	67
syöksykaivo		substantiivi	
syöksykierre		substantiivi	
syöksylaskija		substantiivi	
syöksylasku		substantiivi	
syöksylaskurata		substantiivi	
syöksypommittaja		substantiivi	
syöksypommitus		substantiivi	
syöksypommituskone		substantiivi	
syöksyputki		substantiivi	
syöksyrata		substantiivi	
syöksysynnytys		substantiivi	
syöksytorvi		substantiivi	
syöksyvene		substantiivi	
syöksyvirtaus		substantiivi	
syöksyä		verbi	52
syöksähdellä		verbi	67*F
syöksähdys		substantiivi	39
syöksähtää		verbi	53*F
syöminen		substantiivi	38
syömingit		substantiivi	5*G
syömishäiriö		substantiivi	
syömishäiriöinen		adjektiivi, substantiivi	
syömäase		substantiivi	
syömähammas		substantiivi	
syömäkelpoinen		adjektiivi	
syömäkuvio		substantiivi	
syömälakko		substantiivi	
syömälakkolainen		substantiivi	
syömämies		substantiivi	
syömäpuikko		substantiivi	
syömäri		substantiivi	6
syömättömyys		substantiivi	40
syömätön		adjektiivi	34*C
syönnillä		adverbi	99
syönnillään		adverbi	99
syönnös		substantiivi	39
syönnösvahinko		substantiivi	
syönti		substantiivi	5*J
syöntiaika		substantiivi	9*D
syöntikelpoinen		adjektiivi	
syöntikypsä		adjektiivi	
syöppö		substantiivi	1*B
syöppöys		substantiivi	40
syöpymiskestävyys		substantiivi	
syöpymä		substantiivi	10
syöpymättömyys		substantiivi	40
syöpymätön		adjektiivi	34*C
syöpyä		verbi	52*E
syöpä		substantiivi	10*E
syöpägeeni		substantiivi	
syöpäinen		adjektiivi	38
syöpäkasvain		substantiivi	
syöpäkudos		substantiivi	
syöpäkuolleisuus		substantiivi	
syöpälapsi		substantiivi	
syöpäleikkaus		substantiivi	
syöpäläinen		substantiivi	38
syöpälääke		substantiivi	
syöpäpotilas		substantiivi	
syöpäsairas		adjektiivi, substantiivi	
syöpäsairaus		substantiivi	
syöpäsolu		substantiivi	
syöpäsolukko		substantiivi	
syöpätauti		substantiivi	
syöpätutkimus		substantiivi	
syöpävaara		substantiivi	9
syöpävaarallinen		adjektiivi	
syöpävirus		substantiivi	
syöpötellä		verbi	67*C
syöpöttely		substantiivi	2
syöstä		verbi	70
syöstävä		substantiivi	10
syöte		substantiivi	48*C
syötellä		verbi	67*C
syötin		substantiivi	33*C
syötittää		verbi	53*C
syötitys		substantiivi	39
